id_hogar,id_persona,presencia_carencia_salud_persona,presencia_rezago_educativo_persona,presencia_carencia_seguridad_social_persona
3040101,30401013,yes,no,yes
3040104,30401041,no,no,yes
3040104,30401042,yes,no,yes
3040104,30401043,yes,no,yes
3040104,30401044,yes,no,yes
3040104,30401045,yes,no,yes
3040105,30401051,no,no,no
3040110,30401101,yes,yes,yes
3040110,30401102,yes,no,yes
3040111,30401111,no,no,no
3040111,30401112,yes,no,yes
3040112,30401121,no,yes,no
3040112,30401122,no,no,no
3040112,30401123,no,yes,no
3040112,30401124,,yes,yes
3040112,30401125,no,yes,no
3040112,30401126,no,no,yes
3040112,30401127,no,yes,yes
3040114,30401141,no,no,no
3040114,30401142,no,no,no
3040114,30401143,no,no,no
3040114,30401144,no,no,no
3040114,30401145,no,no,no
3040123,30401231,no,no,no
3040125,30401251,no,no,no
3040125,30401252,no,no,yes
3040125,30401253,no,no,yes
3040125,30401254,no,yes,no
3040127,30401271,no,yes,no
3040127,30401272,no,no,no
3040127,30401273,no,no,no
3040127,30401274,yes,yes,yes
3040127,30401275,no,no,no
3040127,30401276,no,no,no
3040132,30401321,no,no,no
3040132,30401322,no,no,no
3040132,30401323,no,no,yes
3040133,30401331,yes,no,yes
3040133,30401332,yes,yes,yes
3040133,30401333,yes,no,yes
3040145,30401451,yes,no,yes
3040145,30401452,yes,no,yes
3040145,30401453,no,no,yes
3040145,30401454,yes,yes,yes
3040146,30401461,yes,no,no
3040146,30401462,no,yes,no
3040146,30401463,yes,yes,yes
3040146,30401464,yes,yes,yes
3040147,30401471,no,yes,no
3040147,30401472,yes,no,yes
3040149,30401491,yes,no,yes
3040149,30401492,no,no,no
3040149,30401493,yes,yes,yes
3040149,30401494,yes,no,no
3040156,30401561,no,no,no
3040156,30401562,no,no,yes
3040156,30401563,no,no,no
3040156,30401564,no,no,no
3040157,30401571,no,no,yes
3040157,30401572,no,yes,no
3040157,30401573,no,no,yes
3040157,30401574,no,no,yes
3040157,30401575,no,no,yes
3040157,30401576,no,no,yes
3040164,30401641,no,yes,no
3040164,30401642,no,yes,no
3040164,30401643,no,no,no
3040165,30401651,no,yes,no
3040165,30401652,no,no,no
3040166,30401661,no,no,no
3040166,30401662,no,no,no
3040167,30401671,yes,yes,yes
3040167,30401672,yes,no,yes
3040167,30401673,yes,no,yes
3040173,30401731,no,no,no
3040173,30401732,no,no,no
3040173,30401733,no,no,no
3040176,30401761,no,no,yes
3040176,30401762,no,yes,yes
3040176,30401763,yes,no,yes
3040178,30401781,no,no,no
3040178,30401782,no,no,yes
3040178,30401783,no,no,yes
3040178,30401784,no,no,yes
3040180,30401801,no,no,no
3040180,30401802,no,no,no
3040180,30401803,no,no,no
3040181,30401811,yes,yes,yes
3040181,30401812,yes,yes,yes
3040181,30401813,yes,yes,yes
3040182,30401821,no,no,no
3040182,30401822,no,no,no
3040182,30401823,no,no,no
3040182,30401824,no,no,yes
3040183,30401831,no,yes,yes
3040185,30401851,no,no,no
3040185,30401852,no,no,yes
3040185,30401853,no,no,no
3040186,30401861,no,no,no
3040186,30401862,no,no,no
3040187,30401871,no,no,no
3040187,30401872,no,yes,no
3040187,30401873,no,yes,no
3040188,30401881,no,no,no
3040188,30401882,no,no,yes
3040188,30401883,no,no,no
3040188,30401884,no,no,no
3040188,30401885,yes,no,yes
3040193,30401931,no,no,no
3040193,30401932,no,no,no
3040193,30401933,no,,no
3040193,30401934,no,yes,no
3040193,30401935,no,no,yes
3040193,30401936,no,no,yes
3040200,30402001,no,no,no
3040200,30402002,no,no,yes
3040200,30402003,no,no,yes
3040202,30402021,yes,no,no
3040202,30402022,no,yes,no
3040203,30402031,no,yes,no
3040203,30402032,no,no,no
3040203,30402033,no,no,yes
3040203,30402034,no,no,yes
3040205,30402051,no,yes,no
3040205,30402052,yes,yes,yes
3040205,30402053,no,no,yes
3040205,30402054,no,no,yes
3040208,30402081,no,,yes
3040211,30402111,no,yes,yes
3040226,30402261,no,yes,no
3040226,30402262,no,yes,no
3040230,30402301,no,no,no
3040230,30402302,no,yes,no
3040230,30402303,no,yes,yes
3040230,30402304,no,yes,yes
3040231,30402311,no,yes,no
3040232,30402321,no,no,no
3040232,30402322,no,no,yes
3040232,30402323,no,no,yes
3040233,30402331,no,no,no
3040233,30402332,no,no,yes
3040233,30402333,no,no,no
3040233,30402334,no,no,yes
3040233,30402335,no,no,yes
3040234,30402341,no,no,no
3040234,30402342,no,no,no
3040234,30402343,no,yes,no
3040236,30402361,no,no,no
3040240,30402401,no,no,yes
3040240,30402402,no,no,no
3040243,30402431,no,no,yes
3040243,30402432,no,no,yes
3040245,30402451,no,no,no
3040245,30402452,no,no,yes
3040245,30402453,no,yes,no
3040249,30402491,no,no,no
3040249,30402492,no,yes,no
3040250,30402501,,yes,no
3040250,30402502,no,yes,no
3040251,30402511,yes,yes,yes
3040251,30402512,no,yes,no
3040251,30402513,yes,no,yes
3040251,30402514,yes,no,yes
3040255,30402551,no,no,no
3040255,30402552,no,no,no
3040255,30402553,no,no,no
3040255,30402554,no,no,yes
3040258,30402581,no,no,no
3040258,30402582,yes,yes,yes
3040258,30402583,yes,yes,yes
3040258,30402584,yes,no,yes
3040258,30402585,yes,no,yes
3040262,30402621,no,no,no
3040262,30402622,no,yes,yes
3040262,30402623,no,no,yes
3040262,30402624,no,no,yes
3040265,30402651,no,no,yes
3040265,30402652,no,yes,no
3040265,30402653,no,no,no
3040268,30402681,yes,no,no
3040268,30402682,no,no,yes
3040268,30402683,yes,yes,yes
3040268,30402684,yes,no,yes
3040268,30402685,yes,no,yes
3040268,30402686,yes,no,yes
3040268,30402687,yes,no,yes
3040268,30402688,yes,no,yes
3040270,30402701,yes,no,yes
3040270,30402702,yes,no,yes
3040270,30402703,yes,no,yes
3040270,30402704,no,yes,no
3040271,30402711,yes,yes,no
3040271,30402712,no,,no
3040277,30402771,yes,no,yes
3040277,30402772,,yes,yes
3040277,30402773,yes,no,yes
3040277,30402774,,no,yes
3040280,30402801,no,no,no
3040283,30402831,no,no,no
3040283,30402832,no,no,no
3040283,30402833,yes,no,yes
3040284,30402841,no,no,yes
3040284,30402842,yes,no,yes
3040284,30402843,no,no,yes
3040284,30402844,no,yes,yes
3040285,30402851,yes,no,yes
3040285,30402852,yes,no,yes
3040285,30402853,yes,no,yes
3040285,30402854,yes,no,yes
3040286,30402861,no,,no
3040293,30402931,no,yes,no
3040293,30402932,yes,no,yes
3040293,30402933,yes,no,yes
3040293,30402934,yes,no,yes
3040293,30402935,yes,no,yes
3040293,30402936,yes,yes,yes
3040293,30402937,yes,no,yes
3040294,30402941,no,yes,yes
3040294,30402942,no,no,no
3040294,30402943,no,no,yes
3040294,30402944,no,yes,no
3040297,30402971,yes,yes,yes
3040297,30402972,yes,yes,yes
3040297,30402973,yes,no,yes
3040298,30402981,yes,no,yes
3040298,30402982,yes,no,yes
3040298,30402983,yes,no,yes
3040308,30403081,,no,yes
3040308,30403082,,no,yes
3040312,30403121,,no,yes
3040312,30403122,,no,yes
3040312,30403123,,yes,yes
3040318,30403181,no,no,no
3040318,30403182,no,no,no
3040319,30403191,,no,yes
3040319,30403192,,no,yes
3040319,30403193,no,yes,no
3040320,30403201,yes,yes,yes
3040320,30403202,yes,no,yes
3040320,30403203,yes,yes,no
3040321,30403211,no,no,yes
3040321,30403212,no,no,no
3040321,30403213,no,no,yes
3040322,30403221,yes,yes,yes
3040322,30403222,no,no,no
3040322,30403223,no,no,yes
3040322,30403224,yes,no,yes
3040329,30403291,no,no,yes
3040329,30403292,yes,yes,yes
3040329,30403293,no,no,no
3040337,30403371,no,yes,no
3040337,30403372,yes,no,yes
3040337,30403373,yes,no,yes
3040337,30403374,yes,no,yes
3040337,30403375,yes,yes,yes
3040344,30403441,yes,yes,yes
3040344,30403442,yes,yes,yes
3040344,30403443,yes,no,yes
3040345,30403451,yes,no,yes
3040345,30403452,,no,yes
3040345,30403453,yes,no,yes
3040347,30403471,yes,no,yes
3040347,30403472,yes,no,yes
3040347,30403473,yes,yes,yes
3040350,30403501,no,no,no
3040350,30403502,no,,no
3040352,30403521,yes,no,yes
3040352,30403522,yes,no,yes
3040352,30403523,yes,no,yes
3040352,30403524,yes,no,yes
3040360,30403601,no,no,no
3040363,30403631,no,no,no
3040363,30403632,no,no,no
3040363,30403633,no,no,yes
3040363,30403634,no,no,yes
3040367,30403671,no,no,yes
3040367,30403672,no,no,no
3040367,30403673,yes,yes,yes
3040370,30403701,,yes,no
3040370,30403702,,yes,no
3040377,30403771,,no,yes
3040377,30403772,,no,yes
3040377,30403773,no,yes,no
3040377,30403774,,no,yes
3040379,30403791,,,yes
3040379,30403792,no,yes,yes
3040379,30403793,no,yes,no
3040382,30403821,yes,no,yes
3040382,30403822,yes,no,yes
3040382,30403823,yes,no,yes
3040382,30403824,yes,no,yes
3040385,30403851,yes,no,yes
3040385,30403852,yes,yes,yes
3040385,30403853,yes,yes,yes
3040388,30403881,no,no,no
3040388,30403882,no,yes,no
3040388,30403883,no,no,yes
3040389,30403891,yes,no,yes
3040389,30403892,yes,no,no
3040389,30403893,yes,no,yes
3040389,30403894,yes,no,yes
3040391,30403911,no,no,no
3040391,30403912,no,no,no
3040393,30403931,,no,no
3040393,30403932,no,yes,no
3040393,30403933,no,no,no
3040393,30403934,,no,yes
3040394,30403941,yes,no,yes
3040394,30403942,,no,yes
3040394,30403943,,no,yes
3040394,30403944,,no,yes
3040396,30403961,no,no,no
3040396,30403962,no,no,no
3040398,30403981,no,no,no
3040398,30403982,no,no,no
3040401,30404011,no,yes,no
3040408,30404081,no,no,no
3040408,30404082,no,yes,no
3040408,30404083,no,no,yes
3040412,30404121,no,no,no
3040412,30404122,yes,yes,yes
3040412,30404123,no,yes,yes
3040419,30404191,no,no,no
3040419,30404192,no,no,no
3040422,30404221,no,yes,no
3040422,30404222,no,yes,yes
3040422,30404223,no,yes,yes
3040422,30404224,no,yes,yes
3040422,30404225,yes,no,yes
3040422,30404226,no,no,yes
3040422,30404227,no,no,yes
3040422,30404228,no,no,yes
3040423,30404231,yes,no,yes
3040423,30404232,yes,yes,yes
3040423,30404233,yes,yes,yes
3040424,30404241,no,no,no
3040424,30404242,no,no,yes
3040424,30404243,yes,no,yes
3040425,30404251,no,no,no
3040425,30404252,no,no,no
3040425,30404253,no,no,yes
3040425,30404254,no,no,yes
3040426,30404261,no,yes,no
3040426,30404262,no,yes,no
3040426,30404263,no,no,no
3040426,30404264,no,,no
3040428,30404281,no,no,yes
3040428,30404282,no,no,no
3040428,30404283,yes,no,yes
3040428,30404284,yes,yes,yes
3040428,30404285,no,no,no
3040428,30404286,no,no,yes
3040428,30404287,yes,no,yes
3040434,30404341,,no,yes
3040434,30404342,no,no,no
3040434,30404343,no,yes,no
3040434,30404344,,yes,yes
3040434,30404345,no,no,no
3040434,30404346,yes,no,yes
3040438,30404381,yes,yes,yes
3040438,30404382,yes,yes,yes
3040438,30404383,yes,no,yes
3040438,30404384,yes,no,yes
3040438,30404385,yes,yes,yes
3040439,30404391,yes,no,yes
3040439,30404392,yes,no,yes
3040439,30404393,yes,no,no
3040439,30404394,yes,no,yes
3040439,30404395,yes,no,yes
3040439,30404396,yes,no,yes
3040439,30404397,yes,yes,yes
3040439,30404398,yes,no,yes
3040439,30404399,yes,no,yes
3040441,30404411,no,no,no
3040441,30404412,no,yes,no
3040441,30404413,no,no,no
3040441,30404414,yes,no,yes
3040447,30404471,yes,no,yes
3040447,30404472,yes,no,yes
3040447,30404473,yes,yes,yes
3040449,30404491,yes,no,yes
3040449,30404492,yes,no,yes
3040451,30404511,yes,no,yes
3040451,30404512,yes,no,yes
3040451,30404513,no,no,no
3040451,30404514,yes,no,no
3040451,30404515,yes,no,yes
3040451,30404516,yes,no,yes
3040456,30404561,yes,yes,yes
3040456,30404562,yes,yes,yes
3040456,30404563,yes,no,yes
3040456,30404564,yes,no,yes
3040459,30404591,no,yes,no
3040459,30404592,no,no,no
3040459,30404593,no,no,yes
3040459,30404594,yes,yes,yes
3040463,30404631,yes,no,yes
3040463,30404632,yes,yes,no
3040463,30404633,yes,no,yes
3040463,30404634,yes,no,yes
3040463,30404635,no,yes,no
3040463,30404636,yes,no,yes
3040463,30404637,yes,no,yes
3040463,30404638,no,yes,no
3040469,30404691,no,no,yes
3040469,30404692,no,no,no
3040469,30404693,no,no,yes
3040469,30404694,no,no,yes
3040470,30404701,no,no,no
3040470,30404702,no,no,no
3040470,30404703,no,no,no
3040470,30404704,no,no,no
3040471,30404711,no,yes,no
3040471,30404712,no,no,no
3040473,30404731,no,no,yes
3040473,30404732,no,no,no
3040473,30404733,no,no,yes
3040473,30404734,no,no,yes
3040475,30404751,no,yes,no
3040475,30404752,no,no,yes
3040475,30404753,no,no,yes
3040476,30404761,,no,no
3040476,30404762,,no,no
3040477,30404771,no,no,yes
3040477,30404772,no,no,yes
3040479,30404791,no,no,no
3040479,30404792,yes,no,yes
3040479,30404793,no,no,no
3040479,30404794,no,no,yes
3040479,30404795,no,no,yes
3040480,30404801,no,yes,no
3040480,30404802,yes,no,yes
3040480,30404803,no,no,no
3040482,30404821,yes,no,no
3040486,30404861,yes,no,yes
3040486,30404862,yes,no,yes
3040486,30404863,yes,no,yes
3040486,30404864,yes,yes,yes
3040486,30404865,yes,yes,yes
3040493,30404931,yes,no,yes
3040497,30404971,no,no,no
3040497,30404972,no,no,no
3040498,30404981,yes,no,yes
3040498,30404982,yes,no,yes
3040498,30404983,yes,no,yes
3040498,30404984,yes,no,yes
3040498,30404985,yes,no,yes
3040499,30404991,yes,no,yes
3040499,30404992,yes,no,yes
3040499,30404993,yes,no,yes
3040499,30404994,no,no,yes
3040500,30405001,no,no,no
3040500,30405002,no,no,yes
3040500,30405003,no,no,yes
3040501,30405011,no,no,no
3040501,30405012,no,no,no
3040503,30405031,no,no,no
3040503,30405032,no,yes,no
3040503,30405033,no,no,yes
3040503,30405034,no,no,yes
3040503,30405035,no,no,yes
3040503,30405036,no,yes,no
3040503,30405037,yes,no,yes
3040504,30405041,no,no,yes
3040504,30405042,no,no,no
3040504,30405043,no,no,yes
3040504,30405044,no,no,yes
3040506,30405061,no,yes,no
3040506,30405062,no,no,yes
3040508,30405081,no,no,no
3040508,30405082,no,no,yes
3040508,30405083,no,no,yes
3040508,30405084,no,no,yes
3040508,30405085,no,no,yes
3040510,30405101,no,no,no
3040510,30405102,no,no,no
3040511,30405111,no,no,no
3040511,30405112,no,no,yes
3040511,30405113,yes,no,yes
3040512,30405121,yes,no,yes
3040512,30405122,yes,no,yes
3040512,30405123,yes,no,yes
3040512,30405124,yes,no,yes
3040514,30405141,no,no,no
3040517,30405171,yes,yes,yes
3040517,30405172,yes,yes,yes
3040517,30405173,yes,no,yes
3040517,30405174,yes,yes,yes
3040519,30405191,yes,yes,no
3040519,30405192,yes,yes,yes
3040519,30405193,yes,yes,no
3040519,30405194,no,no,no
3040519,30405195,,no,yes
3040522,30405221,no,no,no
3040527,30405271,no,no,no
3040527,30405272,no,no,yes
3040527,30405273,no,no,yes
3040527,30405274,no,no,yes
3040527,30405275,no,no,no
3040527,30405276,no,no,no
3040527,30405277,no,no,no
3040527,30405278,no,no,no
3040527,30405279,no,,no
3040527,304052710,no,no,yes
3040528,30405281,no,no,yes
3040529,30405291,no,no,no
3040529,30405292,no,no,yes
3040530,30405301,no,no,no
3040532,30405321,yes,no,yes
3040532,30405322,yes,no,yes
3040532,30405323,yes,no,yes
3040534,30405341,yes,no,yes
3040534,30405342,yes,no,yes
3040537,30405371,yes,yes,yes
3040537,30405372,yes,no,yes
3040537,30405373,yes,no,yes
3040537,30405374,yes,no,yes
3040537,30405375,yes,no,yes
3040538,30405381,no,no,yes
3040538,30405382,no,no,no
3040540,30405401,no,yes,yes
3040540,30405402,no,no,no
3040540,30405403,,no,yes
3040540,30405404,no,no,no
3040540,30405405,,no,yes
3040540,30405406,no,yes,no
3040540,30405407,no,no,yes
3040540,30405408,no,no,no
3040562,30405621,no,yes,no
3040562,30405622,no,yes,no
3040562,30405623,no,yes,no
3040562,30405624,no,no,no
3040562,30405625,yes,yes,yes
3040562,30405626,no,no,yes
3040562,30405627,no,no,yes
3040563,30405631,no,no,no
3040563,30405632,no,no,yes
3040565,30405651,no,no,no
3040565,30405652,no,yes,yes
3040566,30405661,no,no,yes
3040566,30405662,no,no,no
3040566,30405663,no,no,no
3040566,30405664,no,no,yes
3040570,30405701,no,yes,no
3040570,30405702,no,yes,yes
3040570,30405703,no,no,yes
3040570,30405704,,no,yes
3040570,30405705,,no,yes
3040601,30406011,no,no,no
3040601,30406012,yes,no,yes
3040601,30406013,yes,no,yes
3040601,30406014,yes,no,yes
3040601,30406015,yes,no,yes
3040601,30406016,yes,no,yes
3040602,30406021,no,yes,no
3040602,30406022,no,no,no
3040602,30406023,no,no,no
3040602,30406024,no,no,no
3040606,30406061,no,yes,no
3040606,30406062,yes,no,yes
3040606,30406063,no,no,yes
3040609,30406091,yes,no,yes
3040609,30406092,yes,yes,yes
3040609,30406093,yes,no,yes
3040609,30406094,yes,no,yes
3040609,30406095,yes,no,yes
3040610,30406101,no,no,yes
3040610,30406102,yes,yes,yes
3040610,30406103,no,no,yes
3040610,30406104,yes,yes,yes
3040610,30406105,yes,yes,yes
3040610,30406106,yes,yes,yes
3040610,30406107,yes,yes,yes
3040610,30406108,yes,yes,yes
3040610,30406109,yes,yes,yes
3040610,304061010,yes,no,yes
3040614,30406141,no,no,no
3040614,30406142,no,no,yes
3040614,30406143,no,no,no
3040614,30406144,no,no,no
3040614,30406145,no,no,no
3040616,30406161,no,no,no
3040616,30406162,no,no,no
3040616,30406163,no,no,no
3040619,30406191,,no,yes
3040619,30406192,,yes,yes
3040619,30406193,,no,yes
3040619,30406194,,no,yes
3040620,30406201,,no,yes
3040620,30406202,,no,yes
3040620,30406203,,no,yes
3040620,30406204,,no,yes
3041061,30410611,yes,no,no
3041061,30410612,yes,no,yes
3041061,30410613,yes,no,yes
3041061,30410614,yes,yes,yes
3041061,30410615,yes,no,yes
3041061,30410616,yes,yes,yes
3041061,30410617,yes,no,yes
3041061,30410618,yes,yes,yes
3041066,30410661,yes,yes,yes
3041066,30410662,no,yes,no
3041066,30410663,no,no,no
3041066,30410664,yes,no,yes
3041069,30410691,no,no,no
3041069,30410692,no,no,yes
3041069,30410693,no,yes,no
3041069,30410694,no,yes,no
3041070,30410701,no,no,no
3041070,30410702,no,no,no
3041070,30410703,yes,no,yes
3041070,30410704,yes,no,yes
3041070,30410705,no,no,no
3041072,30410721,no,no,no
3041072,30410722,yes,no,yes
3041072,30410723,no,no,yes
3041072,30410724,yes,,no
3041073,30410731,no,yes,no
3041073,30410732,no,no,yes
3041073,30410733,no,no,yes
3041073,30410734,no,no,yes
3041073,30410735,no,no,yes
3041100,30411001,no,yes,no
3041100,30411002,no,no,no
3041100,30411003,no,no,no
3041100,30411004,no,no,yes
3041100,30411005,no,no,yes
3041101,30411011,no,no,no
3041101,30411012,no,no,yes
3041101,30411013,no,no,yes
3041101,30411014,no,no,yes
3041104,30411041,yes,no,yes
3041104,30411042,no,no,no
3041104,30411043,no,yes,yes
3041104,30411044,no,no,yes
3041104,30411045,no,no,yes
3041105,30411051,yes,no,yes
3041105,30411052,no,yes,no
3041105,30411053,yes,no,yes
3041105,30411054,no,no,yes
3041106,30411061,yes,no,yes
3041106,30411062,yes,no,yes
3041106,30411063,yes,yes,yes
3041106,30411064,yes,yes,yes
3041106,30411065,yes,no,yes
3041106,30411066,yes,yes,yes
3041106,30411067,yes,yes,yes
3041106,30411068,yes,yes,yes
3041106,30411069,yes,yes,yes
3041106,304110610,yes,yes,yes
3041106,304110611,yes,yes,yes
3041106,304110612,yes,no,yes
3041107,30411071,yes,no,yes
3041107,30411072,yes,no,yes
3041107,30411073,yes,no,yes
3041107,30411074,yes,,yes
3041107,30411075,yes,yes,yes
3041107,30411076,yes,no,yes
3041107,30411077,yes,no,yes
3041108,30411081,no,no,no
3041108,30411082,no,no,no
3041108,30411083,yes,no,yes
3041108,30411084,yes,yes,yes
3041110,30411101,no,no,yes
3041110,30411102,no,no,yes
3041110,30411103,no,yes,no
3041110,30411104,no,no,no
3041110,30411105,no,no,no
3041110,30411106,no,no,yes
3041111,30411111,no,no,yes
3041111,30411112,no,no,no
3041111,30411113,yes,yes,yes
3041111,30411114,yes,yes,yes
3041111,30411115,no,no,no
3041112,30411121,no,no,yes
3041112,30411122,,no,yes
3041112,30411123,yes,no,yes
3041116,30411161,yes,no,yes
3041116,30411162,yes,no,yes
3041116,30411163,no,no,yes
3041116,30411164,yes,no,yes
3041116,30411165,no,no,yes
3041119,30411191,yes,no,yes
3041119,30411192,yes,no,yes
3041119,30411193,no,no,yes
3041119,30411194,yes,no,yes
3041122,30411221,no,no,no
3041122,30411222,no,no,no
3041126,30411261,no,no,yes
3041126,30411262,no,yes,no
3041126,30411263,yes,no,yes
3041129,30411291,no,no,no
3041129,30411292,no,no,yes
3041129,30411293,yes,no,yes
3041129,30411294,no,no,no
3041129,30411295,no,no,yes
3041129,30411296,yes,no,yes
3041129,30411297,no,no,yes
3041129,30411298,no,yes,no
3041129,30411299,no,no,yes
3041132,30411321,no,no,no
3041132,30411322,no,no,no
3041132,30411323,no,no,no
3041132,30411324,no,no,yes
3041132,30411325,no,no,yes
3041133,30411331,yes,yes,yes
3041133,30411332,yes,no,yes
3041133,30411333,yes,yes,yes
3041133,30411334,yes,no,yes
3041133,30411335,yes,no,yes
3041133,30411336,yes,no,yes
3041135,30411351,no,yes,yes
3041135,30411352,no,yes,no
3041135,30411353,no,no,no
3041135,30411354,no,no,no
3041135,30411355,no,yes,no
3041141,30411411,no,yes,no
3041141,30411412,no,yes,no
3041141,30411413,no,no,yes
3041141,30411414,no,no,yes
3041142,30411421,no,,no
3041142,30411422,no,yes,no
3041142,30411423,no,yes,no
3041142,30411424,no,yes,no
3041142,30411425,no,no,no
3041142,30411426,no,no,no
3041142,30411427,no,no,yes
3041142,30411428,no,no,yes
3041142,30411429,no,no,yes
3041142,304114210,no,no,no
3041145,30411451,no,no,no
3041146,30411461,no,no,no
3041146,30411462,no,no,no
3041146,30411463,no,no,no
3041146,30411464,no,no,no
3041146,30411465,no,no,no
3041146,30411466,no,no,no
3041146,30411467,no,no,yes
3041146,30411468,no,no,yes
3041147,30411471,no,no,no
3041147,30411472,no,no,yes
3041147,30411473,,no,yes
3041147,30411474,,no,yes
3041148,30411481,no,yes,no
3041148,30411482,no,no,yes
3041148,30411483,no,no,yes
3041151,30411511,no,no,no
3041152,30411521,,no,yes
3041157,30411571,no,yes,yes
3041157,30411572,no,no,no
3041158,30411581,no,no,yes
3041158,30411582,no,no,yes
3041158,30411583,no,no,no
3041158,30411584,no,no,no
3041158,30411585,no,no,yes
3041159,30411591,no,no,no
3041162,30411621,no,no,no
3041162,30411622,no,no,yes
3041162,30411623,no,no,yes
3041162,30411624,no,no,yes
3041162,30411625,no,no,no
3041170,30411701,yes,no,yes
3041170,30411702,yes,no,yes
3041170,30411703,yes,yes,yes
3041170,30411704,no,no,yes
3041171,30411711,yes,yes,yes
3041171,30411712,yes,yes,yes
3041171,30411713,yes,yes,yes
3041171,30411714,yes,yes,yes
3041173,30411731,no,no,no
3041173,30411732,no,no,yes
3041173,30411733,no,no,yes
3041173,30411734,no,no,yes
3041174,30411741,no,no,yes
3041174,30411742,no,no,yes
3041174,30411743,no,no,no
3041174,30411744,no,no,no
3041174,30411745,no,no,yes
3041180,30411801,no,no,yes
3041180,30411802,no,no,no
3041180,30411803,no,no,no
3041180,30411804,no,no,no
3041180,30411805,no,no,yes
3041181,30411811,no,yes,no
3041181,30411812,no,no,no
3041187,30411871,yes,no,yes
3041187,30411872,yes,no,yes
3041187,30411873,yes,no,yes
3041187,30411874,no,no,no
3041190,30411901,yes,no,no
3041190,30411902,yes,yes,yes
3041190,30411903,yes,yes,yes
3041190,30411904,yes,no,yes
3041190,30411905,yes,no,yes
3041193,30411931,no,no,yes
3041193,30411932,no,no,yes
3041193,30411933,no,no,no
3041193,30411934,no,no,yes
3041193,30411935,yes,no,yes
3041194,30411941,no,no,yes
3041194,30411942,no,no,yes
3041196,30411961,yes,no,yes
3041196,30411962,no,no,no
3041199,30411991,no,no,no
3041199,30411992,no,yes,no
3041199,30411993,no,yes,no
3041199,30411994,yes,yes,yes
3041206,30412061,yes,no,yes
3041206,30412062,no,no,yes
3041206,30412063,no,no,yes
3041206,30412064,no,no,yes
3041206,30412065,no,yes,no
3041208,30412081,no,no,no
3041208,30412082,no,no,no
3041208,30412083,no,no,no
3041208,30412084,no,no,no
3041208,30412085,yes,no,yes
3041208,30412086,no,no,yes
3041209,30412091,yes,no,yes
3041209,30412092,yes,no,yes
3041209,30412093,yes,yes,yes
3041209,30412094,yes,,yes
3041210,30412101,no,no,yes
3041210,30412102,no,no,yes
3041210,30412103,yes,no,yes
3041215,30412151,no,no,no
3041215,30412152,no,no,no
3041215,30412153,yes,no,yes
3041215,30412154,no,no,yes
3041218,30412181,,no,yes
3041218,30412182,,no,yes
3041218,30412183,no,no,no
3041218,30412184,no,no,yes
3041218,30412185,,yes,yes
3041218,30412186,,no,yes
3041221,30412211,,no,no
3041221,30412212,,no,yes
3041224,30412241,,yes,no
3041224,30412242,,no,yes
3041224,30412243,,yes,yes
3041224,30412244,no,no,no
3041224,30412245,no,no,no
3041224,30412246,no,no,no
3041224,30412247,no,no,no
3041224,30412248,,no,yes
3041224,30412249,,no,yes
3041224,304122410,no,no,yes
3041537,30415371,yes,no,yes
3041537,30415372,yes,no,yes
3041537,30415373,yes,yes,yes
3041537,30415374,yes,yes,yes
3041541,30415411,no,no,no
3041541,30415412,no,no,no
3041541,30415413,yes,no,yes
3041541,30415414,no,no,yes
3041541,30415415,no,no,no
3041541,30415416,no,no,yes
3041542,30415421,yes,no,yes
3041542,30415422,yes,yes,yes
3041542,30415423,yes,no,yes
3041543,30415431,yes,no,yes
3041543,30415432,yes,no,yes
3041543,30415433,yes,no,yes
3041544,30415441,no,no,no
3041544,30415442,no,no,yes
3041544,30415443,no,no,yes
3041544,30415444,no,no,yes
3041544,30415445,no,no,yes
3041546,30415461,,yes,yes
3041546,30415462,no,no,no
3041546,30415463,no,no,no
3041546,30415464,no,no,yes
3041546,30415465,no,no,yes
3041547,30415471,no,no,yes
3041547,30415472,no,no,no
3041547,30415473,no,no,yes
3041547,30415474,no,no,yes
3041547,30415475,no,no,yes
3041547,30415476,no,no,no
3041549,30415491,,no,yes
3041549,30415492,no,no,no
3041549,30415493,no,no,no
3041549,30415494,no,no,no
3041549,30415495,no,no,no
3041549,30415496,no,no,no
3041550,30415501,no,no,no
3041550,30415502,no,no,yes
3041550,30415503,no,yes,yes
3041551,30415511,no,no,no
3041551,30415512,no,yes,no
3041551,30415513,no,yes,yes
3041552,30415521,no,no,no
3041552,30415522,no,no,yes
3041554,30415541,no,no,no
3041554,30415542,no,no,no
3041554,30415543,no,no,yes
3041555,30415551,no,no,no
3041555,30415552,no,no,yes
3041555,30415553,yes,yes,yes
3041555,30415554,yes,no,yes
3041555,30415555,yes,no,yes
3041555,30415556,yes,no,yes
3041555,30415557,yes,no,yes
3041558,30415581,no,no,no
3041558,30415582,no,no,no
3041560,30415601,no,no,no
3041560,30415602,no,no,no
3041561,30415611,no,no,no
3041561,30415612,no,yes,no
3041566,30415661,no,no,yes
3041566,30415662,no,no,yes
3041566,30415663,no,yes,no
3041566,30415664,no,yes,yes
3041567,30415671,no,no,yes
3041567,30415672,no,no,yes
3041567,30415673,no,no,no
3041568,30415681,yes,no,yes
3041568,30415682,yes,no,yes
3041570,30415701,yes,no,yes
3041571,30415711,yes,no,yes
3041571,30415712,yes,no,yes
3041571,30415713,yes,no,yes
